Date,Close
2026-01-27,52.72895431518555
2026-01-28,52.7190055847168
2026-01-29,53.27614212036133
2026-01-30,53.16670227050781
2026-02-02,53.753684997558594
2026-02-03,53.25624084472656
2026-02-04,53.684043884277344
2026-02-05,53.01747131347656
2026-02-06,53.98250961303711
2026-02-09,53.664146423339844
2026-02-10,53.27614212036133
2026-02-11,52.47028350830078
2026-02-12,51.42565155029297
2026-02-13,51.385860443115234
2026-02-17,51.93304443359375
2026-02-18,52.32105255126953
2026-02-19,51.88330078125
2026-02-20,52.22156524658203
2026-02-23,50.47056198120117
2026-02-24,50.71928405761719
2026-02-25,51.604732513427734
2026-02-26,52.231510162353516
2026-02-27,51.16698455810547
2026-03-02,51.03764724731445
2026-03-03,50.9481086730957
2026-03-04,51.23662567138672
2026-03-05,50.9680061340332
2026-03-06,50.31138229370117
2026-03-09,50.072608947753906
2026-03-10,49.80398941040039
2026-03-11,49.38613510131836
2026-03-12,48.58028030395508
2026-03-13,48.63997268676758
2026-03-16,49.047874450683594
2026-03-17,49.306549072265625
2026-03-18,48.719566345214844
2026-03-19,48.739463806152344
2026-03-20,48.829002380371094
2026-03-23,49.27000045776367
2026-03-24,49.279998779296875
2026-03-25,49.34000015258789
2026-03-26,49.04999923706055
2026-03-27,47.810001373291016
